Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_x,Total_Cost,Company_Name,Company_Profit,Address,Product_Name,Product_Price_y
2196.0,88.0,15.0,9.0,2021-02-21,105350.84187064906,907200.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",NexGen Segmentator,"?100,800"
2197.0,48.0,8.0,6.0,2021-02-21,142838.33092175497,1058400.0,Global  Corp  48,,"Katipunan ave, barangay 101, cebu city, philippines",,
2198.0,19.0,13.0,15.0,2021-02-21,205310.34056271252,2744000.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",ForecastXcelerator ,"?196,000"
2200.0,80.0,18.0,3.0,2023-01-02,141269.2244355504,268800.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines",DashSync Analytics Hub,"?134,400"
2205.0,13.0,7.0,4.0,2021-02-21,142230.8303073102,756000.0,Quantum  Enterprises  13,88168.0,"Taft Ave, Barangay 606, Makati, Philippines!",DataBridge Integration Tool,"?151,200"
2206.0,38.0,18.0,13.0,2021-02-21,141539.996782556,1881600.0,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",DashSync Analytics Hub,"?134,400"
2208.0,20.0,4.0,2.0,2021-02-21,117194.2186463339,246400.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines",CustomerScope Insights,"?123,200"
2209.0,94.0,14.0,11.0,2021-02-21,129347.688192528,1288000.0,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!",InsightMax Insights Platform,"?128,800"
2210.0,4.0,15.0,4.0,2022-05-17,102645.5331360478,302400.0,Prime Network 4,,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines",NexGen Segmentator,"?100,800"
2216.0,76.0,9.0,21.0,2023-05-24,122094.27821462564,2240000.0,Tech Ventures 76,,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",Product 9,"?112,000"
2217.0,85.0,6.0,1.0,2021-02-21,161528.02964122983,358400.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",RevenueVue Dashboard,"?179,200"
2219.0,89.0,17.0,19.0,2021-02-21,161702.74834826926,3024000.0,Global Solutions 89,,"Ayala avenue, barangay 101, taguig, philippines",RealTime Revenue,"?168,000"
2220.0,60.0,5.0,13.0,2022-11-15,87793.4925497176,1176000.0,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",SalesSync Optimizer,"?84,000"
2223.0,11.0,18.0,11.0,2021-02-21,122227.75253944966,1478400.0,Dynamic Ventures 11,97442.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",DashSync Analytics Hub,"?134,400"
2224.0,24.0,8.0,5.0,2021-02-21,159955.40129675754,604800.0,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines",,
2225.0,76.0,13.0,14.0,2023-11-09,200843.56784730343,2548000.0,Tech Ventures 76,,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",ForecastXcelerator ,"?196,000"
2227.0,12.0,16.0,13.0,2022-08-03,99738.14364375616,1489600.0,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",,
2233.0,61.0,14.0,8.0,2021-02-21,118112.0921845867,901600.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",InsightMax Insights Platform,"?128,800"
2238.0,9.0,20.0,16.0,2022-05-04,201797.95355549216,3808000.0,Global Enterprises 9,96046.0,"Slex, barangay 123, pasig, philippines",FinSphere Intelligence Suite,"?224,000"
2240.0,74.0,6.0,12.0,2021-02-21,166326.26153769382,1971200.0,,,,RevenueVue Dashboard,"?179,200"
2241.0,11.0,10.0,1.0,2022-02-02,92996.65245487848,89600.0,Dynamic Ventures 11,97442.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",SegmentX Targeting,"?89,600"
2242.0,48.0,5.0,6.0,2021-02-21,89343.18907419991,420000.0,Global  Corp  48,,"Katipunan ave, barangay 101, cebu city, philippines",SalesSync Optimizer,"?84,000"
2244.0,36.0,9.0,13.0,2021-02-21,110631.48282716396,1344000.0,,,,Product 9,"?112,000"
2247.0,65.0,5.0,18.0,2021-02-21,92195.25410446596,1596000.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",SalesSync Optimizer,"?84,000"
2249.0,49.0,10.0,6.0,2021-02-21,98214.6359665206,537600.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",SegmentX Targeting,"?89,600"
2250.0,72.0,15.0,17.0,2021-02-21,105770.99130489888,1713600.0,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines",NexGen Segmentator,"?100,800"
2256.0,93.0,15.0,3.0,2021-02-21,101161.6522226768,302400.0,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",NexGen Segmentator,"?100,800"
2257.0,79.0,6.0,4.0,2021-02-21,178586.02010445346,537600.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",RevenueVue Dashboard,"?179,200"
2259.0,87.0,13.0,10.0,2021-02-21,215104.78430914693,1764000.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",ForecastXcelerator ,"?196,000"
2261.0,64.0,5.0,8.0,2021-01-08,88914.07221871437,756000.0,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",SalesSync Optimizer,"?84,000"
2264.0,10.0,4.0,5.0,2021-02-21,131778.36664797014,492800.0,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines",CustomerScope Insights,"?123,200"
2266.0,80.0,6.0,13.0,2021-09-04,177237.76398542378,2329600.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines",RevenueVue Dashboard,"?179,200"
2268.0,14.0,2.0,1.0,2021-02-21,156005.70944666464,336000.0,,,,MarketMinder Analytics,"?168,000"
2270.0,37.0,17.0,17.0,2024-01-10,166135.65291708885,3024000.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",RealTime Revenue,"?168,000"
2271.0,85.0,16.0,18.0,2023-06-30,101873.2396693464,2021600.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",,
2273.0,14.0,4.0,6.0,2021-02-21,132305.12002665983,862400.0,,,,CustomerScope Insights,"?123,200"
2276.0,20.0,10.0,11.0,2021-02-21,92903.46146998876,985600.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines",SegmentX Targeting,"?89,600"
2280.0,25.0,8.0,1.0,2021-02-21,161401.19356604118,302400.0,Green Holdings 25,36659.0,"Ortigas Ave, Barangay 606, Pasig, Philippines",,
2284.0,88.0,18.0,15.0,2021-02-21,121223.40517597558,1881600.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",DashSync Analytics Hub,"?134,400"
2287.0,36.0,17.0,10.0,2021-11-08,176698.94540605674,1848000.0,,,,RealTime Revenue,"?168,000"
2289.0,23.0,18.0,7.0,2021-02-21,142210.05407995416,1075200.0,Prime Corp 23,,"Slex, barangay 505, manila, philippines",DashSync Analytics Hub,"?134,400"
2290.0,8.0,18.0,11.0,2021-02-21,121066.06047519704,1478400.0,,,,DashSync Analytics Hub,"?134,400"
2291.0,93.0,1.0,14.0,2024-05-21,129197.01029449356,2100000.0,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",FinPredictor Suite,"?140,000"
2292.0,43.0,4.0,19.0,2021-02-21,125300.89969738282,2340800.0,Quantum Network 43,113336.0,"Ortigas Ave, Barangay 404, Cebu City, Philippines",CustomerScope Insights,"?123,200"
2294.0,40.0,18.0,3.0,2021-02-21,124417.71638225102,268800.0,,,,DashSync Analytics Hub,"?134,400"
2296.0,14.0,20.0,13.0,2021-02-21,227381.88824986928,2912000.0,,,,FinSphere Intelligence Suite,"?224,000"
2299.0,69.0,5.0,10.0,2021-02-21,84217.83847864367,924000.0,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines",SalesSync Optimizer,"?84,000"
2300.0,24.0,10.0,2.0,2021-02-21,94461.71782795172,268800.0,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines",SegmentX Targeting,"?89,600"
2304.0,90.0,14.0,3.0,2021-02-21,136627.29500260696,257600.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",InsightMax Insights Platform,"?128,800"
2306.0,33.0,14.0,9.0,2023-02-05,140855.5172593239,1159200.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",InsightMax Insights Platform,"?128,800"
2308.0,48.0,9.0,9.0,2021-02-21,103345.45228241374,896000.0,Global  Corp  48,,"Katipunan ave, barangay 101, cebu city, philippines",Product 9,"?112,000"
2309.0,64.0,20.0,13.0,2021-02-21,238379.04724693185,2912000.0,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",FinSphere Intelligence Suite,"?224,000"
2310.0,19.0,18.0,7.0,2021-02-21,136284.477812701,940800.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",DashSync Analytics Hub,"?134,400"
2311.0,32.0,17.0,13.0,2021-02-21,153919.05648289618,2016000.0,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",RealTime Revenue,"?168,000"
2312.0,43.0,20.0,17.0,2021-02-21,217668.7772626068,3808000.0,Quantum Network 43,113336.0,"Ortigas Ave, Barangay 404, Cebu City, Philippines",FinSphere Intelligence Suite,"?224,000"
2313.0,41.0,5.0,10.0,2024-10-09,85124.84518070721,840000.0,Sky Partners 41,,"Ayala Avenue, Barangay 404, Pasig, Philippines",SalesSync Optimizer,"?84,000"
2314.0,45.0,1.0,5.0,2022-05-04,146934.24472862203,560000.0,Prime Industries 45,99726.0,"Roxas Blvd, Barangay 404, Mandaluyong, Philippines",FinPredictor Suite,"?140,000"
2320.0,83.0,20.0,20.0,2021-02-21,214105.52049245263,4480000.0,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",FinSphere Intelligence Suite,"?224,000"
2321.0,67.0,14.0,13.0,2021-02-21,140708.13285654064,1803200.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",InsightMax Insights Platform,"?128,800"
2323.0,10.0,1.0,21.0,2021-02-21,140384.95586384964,2800000.0,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines",FinPredictor Suite,"?140,000"
2325.0,88.0,5.0,4.0,2021-02-21,81011.75849474217,336000.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",SalesSync Optimizer,"?84,000"
2328.0,87.0,4.0,14.0,2021-02-21,118457.0067769089,1848000.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",CustomerScope Insights,"?123,200"
2331.0,65.0,6.0,8.0,2021-02-21,172736.95445958793,1254400.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",RevenueVue Dashboard,"?179,200"
2332.0,48.0,13.0,12.0,2021-02-21,186463.4570115865,2156000.0,Global  Corp  48,,"Katipunan ave, barangay 101, cebu city, philippines",ForecastXcelerator ,"?196,000"
2333.0,87.0,3.0,9.0,2024-10-23,100423.58663835491,806400.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",TrendWise Forecaster,"?100,800"
2337.0,57.0,14.0,7.0,2021-02-21,121661.69121760284,901600.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",InsightMax Insights Platform,"?128,800"
2340.0,67.0,11.0,17.0,2024-09-28,148608.07960348093,2508800.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",OptiFlow Automation,"?156,800"
2343.0,57.0,15.0,0.0,2022-12-17,103009.955064274,100800.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",NexGen Segmentator,"?100,800"
2350.0,87.0,18.0,10.0,2021-02-21,130567.26874916708,1209600.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",DashSync Analytics Hub,"?134,400"
2353.0,65.0,16.0,0.0,2022-02-06,115972.42198385106,106400.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",,
2355.0,64.0,2.0,13.0,2021-03-01,161345.00004304567,2352000.0,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",MarketMinder Analytics,"?168,000"
2357.0,70.0,2.0,8.0,2021-08-20,169334.81205552432,1512000.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",MarketMinder Analytics,"?168,000"
2358.0,48.0,17.0,2.0,2021-02-21,181652.14317309597,168000.0,Global  Corp  48,,"Katipunan ave, barangay 101, cebu city, philippines",RealTime Revenue,"?168,000"
2359.0,50.0,15.0,14.0,2021-02-21,110653.7686652246,1310400.0,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",NexGen Segmentator,"?100,800"
2360.0,17.0,8.0,12.0,2023-07-07,155884.12530662588,1965600.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",,
2363.0,70.0,18.0,2.0,2021-02-21,142772.16651106486,268800.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",DashSync Analytics Hub,"?134,400"
2367.0,65.0,7.0,16.0,2021-02-21,162944.8475491642,2419200.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",DataBridge Integration Tool,"?151,200"
2368.0,90.0,11.0,15.0,2021-02-21,161928.47972998655,2195200.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",OptiFlow Automation,"?156,800"
2369.0,3.0,10.0,16.0,2021-02-21,89447.5907693356,1523200.0,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines",SegmentX Targeting,"?89,600"
2373.0,64.0,10.0,3.0,2021-02-21,89930.2786570363,268800.0,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",SegmentX Targeting,"?89,600"
2374.0,70.0,11.0,19.0,2021-02-21,165228.07564431126,2822400.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",OptiFlow Automation,"?156,800"
2376.0,96.0,3.0,8.0,2021-02-21,95767.96199798003,907200.0,Dynamic  Network  96,101428.0,"Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines",TrendWise Forecaster,"?100,800"
2377.0,52.0,16.0,13.0,2021-02-21,102007.61669613852,1276800.0,,,,,
2378.0,95.0,5.0,2.0,2021-12-04,90082.07959965058,252000.0,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",SalesSync Optimizer,"?84,000"
2379.0,61.0,5.0,3.0,2021-11-06,84814.10019656738,168000.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",SalesSync Optimizer,"?84,000"
2380.0,1.0,3.0,11.0,2021-02-21,106941.11542676284,1209600.0,Tech  Enterprises  1,80701.0,"EDSA, Barangay 606, Pasig, Philippines",TrendWise Forecaster,"?100,800"
2381.0,35.0,7.0,13.0,2021-02-21,163419.7936926109,1965600.0,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",DataBridge Integration Tool,"?151,200"
2382.0,65.0,3.0,4.0,2021-02-21,106677.27326495046,403200.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",TrendWise Forecaster,"?100,800"
2384.0,99.0,6.0,15.0,2021-02-21,179473.89621317846,2867200.0,,,,RevenueVue Dashboard,"?179,200"
2385.0,85.0,1.0,3.0,2021-06-12,140080.48917828858,560000.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",FinPredictor Suite,"?140,000"
2391.0,18.0,9.0,3.0,2021-02-21,116062.01145875105,448000.0,,,,Product 9,"?112,000"
2392.0,22.0,20.0,15.0,2021-02-21,205091.34169781083,3584000.0,Sky Ent.s 22,54853.0,"SLEX, Barangay 202, Pasig, Philippines",FinSphere Intelligence Suite,"?224,000"
2393.0,80.0,12.0,1.0,2021-02-21,79757.33016386809,168000.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines",BudgetMaster Pro,"?84,000"
2396.0,70.0,20.0,6.0,2021-02-21,244278.62584071065,1568000.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",FinSphere Intelligence Suite,"?224,000"
2400.0,83.0,11.0,8.0,2021-02-21,169251.4642122765,1097600.0,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",OptiFlow Automation,"?156,800"
2402.0,85.0,17.0,5.0,2020-11-26,161514.4454036857,1008000.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",RealTime Revenue,"?168,000"
2405.0,79.0,12.0,7.0,2021-02-21,81969.46185031091,504000.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",BudgetMaster Pro,"?84,000"
2407.0,89.0,19.0,4.0,2022-10-08,99762.11248986752,380800.0,Global Solutions 89,,"Ayala avenue, barangay 101, taguig, philippines",EcoNomix Modeler,"?95,200"
2408.0,18.0,16.0,8.0,2021-06-15,98545.38945419004,957600.0,,,,,
2411.0,37.0,18.0,13.0,2021-02-21,135119.2935968745,1612800.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",DashSync Analytics Hub,"?134,400"
2412.0,61.0,5.0,4.0,2021-02-21,77612.7837728781,252000.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",SalesSync Optimizer,"?84,000"
2413.0,93.0,15.0,16.0,2021-02-21,91987.8852924796,1512000.0,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",NexGen Segmentator,"?100,800"
2415.0,40.0,19.0,13.0,2023-05-15,95054.71362302537,1142400.0,,,,EcoNomix Modeler,"?95,200"
2416.0,16.0,15.0,6.0,2021-02-21,107799.01349133645,504000.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!",NexGen Segmentator,"?100,800"
2418.0,55.0,12.0,5.0,2022-04-29,78146.41222745247,336000.0,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines",BudgetMaster Pro,"?84,000"
2419.0,85.0,9.0,9.0,2021-02-21,101818.792004748,1120000.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",Product 9,"?112,000"
2420.0,58.0,13.0,1.0,2021-02-21,202426.0460469087,392000.0,Tech Ventures 58,83121.0,"Roxas Blvd, Brgy. 505, Pasig, Philippines",ForecastXcelerator ,"?196,000"
2421.0,99.0,3.0,4.0,2021-02-21,110528.87496030403,302400.0,,,,TrendWise Forecaster,"?100,800"
2423.0,96.0,12.0,17.0,2021-02-21,88075.15272018826,1512000.0,Dynamic  Network  96,101428.0,"Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines",BudgetMaster Pro,"?84,000"
2424.0,17.0,12.0,18.0,2021-02-21,87383.93936380674,1428000.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",BudgetMaster Pro,"?84,000"
2425.0,61.0,15.0,19.0,2022-06-08,110827.01816100192,1814400.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",NexGen Segmentator,"?100,800"
2426.0,25.0,4.0,2.0,2021-09-06,127218.10583730016,123200.0,Green Holdings 25,36659.0,"Ortigas Ave, Barangay 606, Pasig, Philippines",CustomerScope Insights,"?123,200"
2427.0,83.0,5.0,10.0,2021-02-21,89452.7613259174,756000.0,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",SalesSync Optimizer,"?84,000"
2429.0,84.0,19.0,13.0,2021-02-21,102246.62955023894,1237600.0,Green  Solutions  84,,"SLEX, Barangay 456, Taguig, Philippines",EcoNomix Modeler,"?95,200"
2433.0,56.0,3.0,0.0,2023-03-09,102385.37464577342,100800.0,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines",TrendWise Forecaster,"?100,800"
2434.0,11.0,8.0,19.0,2024-04-09,160170.25311784665,2872800.0,Dynamic Ventures 11,97442.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",,
2435.0,32.0,14.0,0.0,2021-02-21,130371.55643369972,128800.0,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",InsightMax Insights Platform,"?128,800"
2436.0,14.0,20.0,12.0,2021-02-21,234627.4416672133,2688000.0,,,,FinSphere Intelligence Suite,"?224,000"
2438.0,98.0,16.0,14.0,2021-02-21,106931.80699980038,1489600.0,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines",,
2440.0,34.0,16.0,4.0,2021-02-21,97407.3795587772,319200.0,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines",,
2442.0,39.0,2.0,13.0,2021-02-21,158360.99201557797,2184000.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines",MarketMinder Analytics,"?168,000"
2445.0,94.0,2.0,7.0,2022-06-16,156834.92239113824,1176000.0,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!",MarketMinder Analytics,"?168,000"
2446.0,78.0,5.0,2.0,2021-02-21,83256.52439939902,84000.0,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",SalesSync Optimizer,"?84,000"
2447.0,75.0,2.0,1.0,2021-02-21,162468.5907310517,336000.0,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines",MarketMinder Analytics,"?168,000"
2448.0,85.0,5.0,10.0,2021-02-21,86036.29074177885,840000.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",SalesSync Optimizer,"?84,000"
2450.0,69.0,9.0,12.0,2021-02-21,121735.72239678713,1344000.0,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines",Product 9,"?112,000"
2452.0,96.0,10.0,20.0,2024-09-04,86569.01596523062,1792000.0,Dynamic  Network  96,101428.0,"Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines",SegmentX Targeting,"?89,600"
2453.0,25.0,19.0,9.0,2021-02-21,94160.52862037832,761600.0,Green Holdings 25,36659.0,"Ortigas Ave, Barangay 606, Pasig, Philippines",EcoNomix Modeler,"?95,200"
2454.0,90.0,11.0,12.0,2021-02-21,170751.9984608078,2038400.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",OptiFlow Automation,"?156,800"
2455.0,63.0,8.0,4.0,2021-02-21,162752.58980339207,756000.0,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",,
2456.0,14.0,15.0,5.0,2021-02-21,95516.97918820362,604800.0,,,,NexGen Segmentator,"?100,800"
2457.0,51.0,16.0,5.0,2021-02-21,105631.26834983096,532000.0,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",,
2458.0,67.0,16.0,17.0,2022-08-08,97907.41988378404,1702400.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",,
2459.0,68.0,7.0,9.0,2021-02-21,153464.48598962187,1209600.0,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines",DataBridge Integration Tool,"?151,200"
2461.0,37.0,13.0,5.0,2021-02-21,209075.3160439427,1176000.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",ForecastXcelerator ,"?196,000"
2463.0,85.0,18.0,11.0,2021-02-21,127577.21753676263,1478400.0,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",DashSync Analytics Hub,"?134,400"
2465.0,58.0,11.0,18.0,2021-02-21,172111.20136283536,2822400.0,Tech Ventures 58,83121.0,"Roxas Blvd, Brgy. 505, Pasig, Philippines",OptiFlow Automation,"?156,800"
2467.0,93.0,17.0,10.0,2021-02-21,156063.04368214458,1848000.0,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",RealTime Revenue,"?168,000"
2469.0,7.0,7.0,4.0,2021-02-21,154957.59179603343,756000.0,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",DataBridge Integration Tool,"?151,200"
2471.0,82.0,8.0,8.0,2021-02-21,137186.1040448152,1058400.0,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",,
2473.0,87.0,15.0,0.0,2021-02-21,96075.02373796572,100800.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",NexGen Segmentator,"?100,800"
2475.0,69.0,20.0,21.0,2021-02-21,227359.2612707636,4480000.0,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines",FinSphere Intelligence Suite,"?224,000"
2476.0,94.0,19.0,16.0,2021-02-21,86326.96192138328,1618400.0,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!",EcoNomix Modeler,"?95,200"
2477.0,31.0,15.0,7.0,2022-05-18,100717.17496762154,705600.0,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines",NexGen Segmentator,"?100,800"
2478.0,89.0,10.0,17.0,2021-02-21,81425.42254193887,1523200.0,Global Solutions 89,,"Ayala avenue, barangay 101, taguig, philippines",SegmentX Targeting,"?89,600"
2481.0,32.0,11.0,17.0,2023-02-04,143748.4994130597,2822400.0,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",OptiFlow Automation,"?156,800"
2483.0,74.0,6.0,17.0,2021-02-21,168992.01789332685,3046400.0,,,,RevenueVue Dashboard,"?179,200"
2484.0,15.0,14.0,8.0,2023-01-01,139427.20222840089,1030400.0,Innovative Enterprises 15,111984.0,"Roxas Blvd, Barangay 456, Taguig, Philippines",InsightMax Insights Platform,"?128,800"
2486.0,54.0,5.0,18.0,2021-02-21,75739.3704292203,1596000.0,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",SalesSync Optimizer,"?84,000"
2489.0,91.0,11.0,3.0,2024-07-14,164716.1733039989,470400.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",OptiFlow Automation,"?156,800"
2491.0,96.0,9.0,15.0,2021-02-21,115089.6557385603,1568000.0,Dynamic  Network  96,101428.0,"Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines",Product 9,"?112,000"
2492.0,33.0,11.0,19.0,2021-02-21,151089.6977719736,3136000.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",OptiFlow Automation,"?156,800"
2493.0,59.0,11.0,6.0,2021-02-21,170043.4617686186,784000.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",OptiFlow Automation,"?156,800"
